"","name","M","F","percent_female"
"69974","Nunziata",0,27,1
"69975","Nunzie",18,0,0
"69976","Nunzio",1796,0,0
"69977","Nuoyi",0,5,1
"69978","Nupur",0,110,1
"69979","Nur",157,433,0.733898305084746
"69980","Nura",0,614,1
"69981","Nuradin",5,0,0
"69982","Nurah",0,95,1
"69983","Nuraiz",5,0,0
"69984","Nuran",0,10,1
"69985","Nuray",0,5,1
"69986","Nuraz",5,0,0
"69987","Nureen",0,5,1
"69988","Nuri",334,564,0.628062360801782
"69989","Nuria",0,644,1
"69990","Nuriah",0,37,1
"69991","Nuriel",65,0,0
"69992","Nurit",0,10,1
"69993","Nuriya",0,86,1
"69994","Nuriyah",0,89,1
"69995","Nurmuhammad",5,0,0
"69996","Nurto",0,13,1
"69997","Nuru",11,0,0
"69998","Nurul",0,13,1
"69999","Nurvi",0,11,1
"70000","Nury",0,115,1
"70001","Nusaiba",0,121,1
"70002","Nusaibah",0,56,1
"70003","Nusayba",0,97,1
"70004","Nusaybah",0,218,1
"70005","Nusrat",0,212,1
"70006","Nussen",80,0,0
"70007","Nute",33,0,0
"70008","Nuvia",0,1064,1
"70009","Nuzhat",0,28,1
"70010","Nwamaka",0,5,1
"70011","Ny",0,11,1
"70012","Nya",0,5430,1
"70013","Nyagoa",0,5,1
"70014","Nyah",5,4840,0.998968008255934
"70015","Nyahlee",0,11,1
"70016","Nyaijah",0,5,1
"70017","Nyailah",0,5,1
"70018","Nyair",107,0,0
"70019","Nyaira",0,207,1
"70020","Nyairah",0,43,1
"70021","Nyaire",152,68,0.309090909090909
"70022","Nyaisa",0,48,1
"70023","Nyaisha",0,123,1
"70024","Nyaja",0,129,1
"70025","Nyajah",0,111,1
"70026","Nyajiah",0,5,1
"70027","Nyakume",0,6,1
"70028","Nyal",107,0,0
"70029","Nyala",0,265,1
"70030","Nyalah",0,44,1
"70031","Nyalee",0,45,1
"70032","Nyalise",0,22,1
"70033","Nyamal",0,28,1
"70034","Nyan",96,0,0
"70035","Nyana",0,412,1
"70036","Nyangel",0,12,1
"70037","Nyani",0,12,1
"70038","Nyanna",0,292,1
"70039","Nyanza",0,46,1
"70040","Nyaomi",0,12,1
"70041","Nyara",0,163,1
"70042","Nyarah",0,37,1
"70043","Nyarai",0,38,1
"70044","Nyari",0,154,1
"70045","Nyarie",0,27,1
"70046","Nyasa",0,10,1
"70047","Nyasha",0,635,1
"70048","Nyashia",0,256,1
"70049","Nyasia",0,5141,1
"70050","Nyasiah",0,168,1
"70051","Nyauna",0,16,1
"70052","Nyayla",0,7,1
"70053","Nyaylah",0,5,1
"70054","Nyazia",0,70,1
"70055","Nyaziah",0,5,1
"70056","Nybria",0,14,1
"70057","Nycere",93,0,0
"70058","Nychelle",0,157,1
"70059","Nycholas",201,0,0
"70060","Nychole",0,12,1
"70061","Nycia",0,5,1
"70062","Nyckolas",5,0,0
"70063","Nycolas",10,0,0
"70064","Nycole",0,944,1
"70065","Nyda",0,47,1
"70066","Nydaisha",0,5,1
"70067","Nydasia",0,7,1
"70068","Nyderah",0,5,1
"70069","Nydia",0,3665,1
"70070","Nydir",5,0,0
"70071","Nydirah",0,11,1
"70072","Nydra",0,14,1
"70073","Nye",17,0,0
"70074","Nyeasha",0,21,1
"70075","Nyeasia",0,5,1
"70076","Nyeelah",0,5,1
"70077","Nyeem",305,0,0
"70078","Nyeema",0,179,1
"70079","Nyeemah",0,95,1
"70080","Nyeesha",0,57,1
"70081","Nyeim",5,0,0
"70082","Nyeir",6,0,0
"70083","Nyeisha",0,450,1
"70084","Nyeka",0,5,1
"70085","Nyel",64,21,0.247058823529412
"70086","Nyela",0,224,1
"70087","Nyelah",0,91,1
"70088","Nyele",0,5,1
"70089","Nyeli",0,172,1
"70090","Nyell",0,15,1
"70091","Nyella",0,90,1
"70092","Nyelle",0,356,1
"70093","Nyelli",0,143,1
"70094","Nyellie",0,153,1
"70095","Nyema",0,601,1
"70096","Nyemah",0,187,1
"70097","Nyemia",0,5,1
"70098","Nyemiah",0,31,1
"70099","Nyera",0,48,1
"70100","Nyere",5,0,0
"70101","Nyerere",6,0,0
"70102","Nyesha",0,1524,1
"70103","Nyeshia",0,256,1
"70104","Nygee",10,0,0
"70105","Nygel",500,0,0
"70106","Nygeria",0,171,1
"70107","Nygia",0,6,1
"70108","Nygil",24,0,0
"70109","Nyha",0,32,1
"70110","Nyheem",112,0,0
"70111","Nyheim",83,0,0
"70112","Nyhiem",5,0,0
"70113","Nyhla",0,62,1
"70114","Nyia",5,657,0.992447129909366
"70115","Nyiah",0,233,1
"70116","Nyiana",0,5,1
"70117","Nyiasia",0,6,1
"70118","Nyibol",0,5,1
"70119","Nyiema",0,22,1
"70120","Nyier",16,0,0
"70121","Nyiesha",0,225,1
"70122","Nyila",0,59,1
"70123","Nyilah",0,74,1
"70124","Nyima",0,240,1
"70125","Nyimah",0,82,1
"70126","Nyir",8,0,0
"70127","Nyirah",0,38,1
"70128","Nyisha",0,532,1
"70129","Nyja",0,197,1
"70130","Nyjae",0,182,1
"70131","Nyjah",499,575,0.535381750465549
"70132","Nyjai",0,63,1
"70133","Nyjal",12,0,0
"70134","Nyjee",12,0,0
"70135","Nyjel",33,0,0
"70136","Nyjeria",0,13,1
"70137","Nyjia",0,28,1
"70138","Nyjuan",17,0,0
"70139","Nykai",5,0,0
"70140","Nykayla",0,88,1
"70141","Nykea",0,44,1
"70142","Nykeah",0,6,1
"70143","Nykeba",0,26,1
"70144","Nykee",10,0,0
"70145","Nykeem",68,0,0
"70146","Nykeema",0,6,1
"70147","Nykeemah",0,12,1
"70148","Nykeesha",0,5,1
"70149","Nykeia",0,17,1
"70150","Nykeira",0,16,1
"70151","Nykeisha",0,54,1
"70152","Nykel",39,0,0
"70153","Nykell",7,0,0
"70154","Nykera",0,43,1
"70155","Nykeria",0,462,1
"70156","Nykerria",0,80,1
"70157","Nykesha",0,51,1
"70158","Nykeshia",0,13,1
"70159","Nykeya",0,5,1
"70160","Nykhia",0,30,1
"70161","Nykia",0,993,1
"70162","Nykiah",0,73,1
"70163","Nykiera",0,10,1
"70164","Nykira",0,208,1
"70165","Nykiria",0,5,1
"70166","Nykisha",0,40,1
"70167","Nykita",0,40,1
"70168","Nyklaus",5,0,0
"70169","Nyko",94,0,0
"70170","Nykolas",308,0,0
"70171","Nykole",0,233,1
"70172","Nyla",0,19975,1
"70173","Nylaa",0,56,1
"70174","Nylae",0,5,1
"70175","Nylah",0,9326,1
"70176","Nylaiah",0,5,1
"70177","Nylajah",0,5,1
"70178","Nylan",363,89,0.196902654867257
"70179","Nylani",0,120,1
"70180","Nylarose",0,11,1
"70181","Nylasia",0,53,1
"70182","Nylaya",0,40,1
"70183","Nylayah",0,41,1
"70184","Nyle",1815,31,0.0167930660888407
"70185","Nylea",0,45,1
"70186","Nyleah",0,206,1
"70187","Nylee",0,189,1
"70188","Nyleen",0,41,1
"70189","Nylei",0,5,1
"70190","Nyleigh",0,18,1
"70191","Nylen",70,5,0.0666666666666667
"70192","Nylene",0,77,1
"70193","Nyles",755,0,0
"70194","Nyleve",0,5,1
"70195","Nylia",0,243,1
"70196","Nyliah",0,217,1
"70197","Nylie",0,43,1
"70198","Nylin",12,5,0.294117647058824
"70199","Nyliyah",0,60,1
"70200","Nylla",0,22,1
"70201","Nyllah",0,25,1
"70202","Nylo",14,0,0
"70203","Nylyn",0,5,1
"70204","Nymere",5,0,0
"70205","Nymeria",0,68,1
"70206","Nymir",149,0,0
"70207","Nyna",0,167,1
"70208","Nyobi",0,31,1
"70209","Nyoka",0,946,1
"70210","Nyome",0,15,1
"70211","Nyomee",0,5,1
"70212","Nyomi",0,2388,1
"70213","Nyomie",0,172,1
"70214","Nyomii",0,31,1
"70215","Nyona",0,16,1
"70216","Nyonna",0,132,1
"70217","Nyori",0,6,1
"70218","Nyosha",0,5,1
"70219","Nyota",0,43,1
"70220","Nyquan",147,0,0
"70221","Nyquasha",0,6,1
"70222","Nyquasia",0,8,1
"70223","Nyra",0,974,1
"70224","Nyrah",0,84,1
"70225","Nyran",5,0,0
"70226","Nyre",5,6,0.545454545454545
"70227","Nyree",181,1636,0.900385250412768
"70228","Nyrek",5,0,0
"70229","Nyrell",60,0,0
"70230","Nyri",0,13,1
"70231","Nyria",0,10,1
"70232","Nyriah",0,149,1
"70233","Nyrie",0,115,1
"70234","Nyrissa",0,5,1
"70235","Nyrobi",0,28,1
"70236","Nyron",118,0,0
"70237","Nysa",0,294,1
"70238","Nysaiah",28,0,0
"70239","Nysean",23,0,0
"70240","Nyseem",17,0,0
"70241","Nysha",0,257,1
"70242","Nyshae",0,5,1
"70243","Nyshaun",79,0,0
"70244","Nyshawn",189,0,0
"70245","Nyshay",0,5,1
"70246","Nyshea",0,16,1
"70247","Nyshia",0,53,1
"70248","Nyshon",5,0,0
"70249","Nysia",0,70,1
"70250","Nysir",242,0,0
"70251","Nysire",6,0,0
"70252","Nyson",11,0,0
"70253","Nyssa",0,1720,1
"70254","Nytasha",0,34,1
"70255","Nytasia",0,22,1
"70256","Nytavious",5,0,0
"70257","Nyteria",0,18,1
"70258","Nytia",0,28,1
"70259","Nytisha",0,6,1
"70260","Nytrell",5,0,0
"70261","Nyvaeh",0,8,1
"70262","Nyvea",0,6,1
"70263","Nyveah",0,21,1
"70264","Nyvia",0,5,1
"70265","Nyx",19,154,0.890173410404624
"70266","Nyxon",70,0,0
"70267","Nyya",0,37,1
"70268","Nyyear",7,0,0
"70269","Nyza",0,8,1
"70270","Nyzae",10,0,0
"70271","Nyzaiah",193,0,0
"70272","Nyzair",18,0,0
"70273","Nyzaire",6,0,0
"70274","Nyzere",22,0,0
"70275","Nyzeria",0,17,1
"70276","Nyzeth",0,5,1
"70277","Nyziah",36,0,0
"70278","Nyzier",131,0,0
"70279","Nyzir",281,0,0
"70280","Nzinga",0,310,1
"70281","Nzingha",0,56,1
"70282","Nzuri",0,41,1
"70283","Oak",317,0,0
"70284","Oaken",85,0,0
"70285","Oakes",101,0,0
"70286","Oakey",5,0,0
"70287","Oakie",10,10,0.5
"70288","Oaklan",104,0,0
"70289","Oakland",524,64,0.108843537414966
"70290","Oaklea",0,27,1
"70291","Oaklee",455,1922,0.808582246529238
"70292","Oaklei",0,42,1
"70293","Oakleigh",5,1220,0.995918367346939
"70294","Oaklen",231,0,0
"70295","Oakley",6792,5123,0.429962232480067
"70296","Oakli",0,35,1
"70297","Oaklie",0,424,1
"70298","Oaklin",56,19,0.253333333333333
"70299","Oakly",11,0,0
"70300","Oaklyn",153,1901,0.925511197663096
"70301","Oaklynd",5,11,0.6875
"70302","Oaklynn",20,1741,0.988642816581488
"70303","Oaklynne",0,35,1
"70304","Oaks",73,0,0
"70305","Oanh",0,237,1
"70306","Oasis",5,198,0.975369458128079
"70307","Oatha",0,5,1
"70308","Oather",443,0,0
"70309","Oatis",46,0,0
"70310","Oba",57,0,0
"70311","Obada",32,0,0
"70312","Obadiah",1838,0,0
"70313","Obafemi",10,0,0
"70314","Obai",12,0,0
"70315","Obaid",15,0,0
"70316","Obaida",12,0,0
"70317","Obaloluwa",93,0,0
"70318","Obama",30,0,0
"70319","Oban",10,0,0
"70320","Obasi",5,0,0
"70321","Obbie",296,0,0
"70322","Obdulia",0,163,1
"70323","Obdulio",68,0,0
"70324","Obe",73,0,0
"70325","Obed",3659,0,0
"70326","Obeda",0,5,1
"70327","Obediah",195,0,0
"70328","Obehi",0,5,1
"70329","Obelia",0,77,1
"70330","Ober",15,0,0
"70331","Obera",0,216,1
"70332","Oberia",0,68,1
"70333","Oberon",133,0,0
"70334","Obert",619,0,0
"70335","Oberta",0,6,1
"70336","Oberyn",63,0,0
"70337","Obet",26,0,0
"70338","Obeth",48,0,0
"70339","Obey",16,0,0
"70340","Obi",118,0,0
"70341","Obianuju",0,28,1
"70342","Obichukwu",5,0,0
"70343","Obie",4072,271,0.0623992631821322
"70344","Obinna",783,0,0
"70345","Obiora",6,0,0
"70346","Obra",59,0,0
"70347","Obrain",5,0,0
"70348","Obrey",5,0,0
"70349","Obrian",462,0,0
"70350","Obrien",202,0,0
"70351","Obry",5,0,0
"70352","Obryan",290,0,0
"70353","Obryant",31,0,0
"70354","Obsa",6,0,0
"70355","Obsidian",34,0,0
"70356","Oby",11,0,0
"70357","Oc",24,0,0
"70358","Oca",0,16,1
"70359","Ocasio",5,0,0
"70360","Occie",0,38,1
"70361","Oce",5,0,0
"70362","Ocea",0,22,1
"70363","Oceal",0,16,1
"70364","Ocean",1941,1901,0.494794377928162
"70365","Oceana",0,942,1
"70366","Oceane",0,118,1
"70367","Oceania",0,60,1
"70368","Oceann",0,5,1
"70369","Oceanna",0,399,1
"70370","Ocelia",0,32,1
"70371","Ocella",0,5,1
"70372","Ocelotl",5,0,0
"70373","Oceola",0,21,1
"70374","Ocey",0,6,1
"70375","Ocia",0,122,1
"70376","Ocie",2725,4064,0.598615407276477
"70377","Ociel",440,0,0
"70378","Oconner",5,0,0
"70379","Oconnor",21,0,0
"70380","Octa",0,160,1
"70381","Octabio",7,0,0
"70382","Octava",0,41,1
"70383","Octave",443,0,0
"70384","Octavia",139,17365,0.992058957952468
"70385","Octaviah",0,12,1
"70386","Octavian",1128,0,0
"70387","Octaviana",0,11,1
"70388","Octaviano",675,0,0
"70389","Octavie",0,176,1
"70390","Octavien",23,0,0
"70391","Octavio",10621,5,0.000470543948804818
"70392","Octavion",177,0,0
"70393","Octavious",1530,5,0.00325732899022801
"70394","Octavis",289,0,0
"70395","Octavius",3183,15,0.00469043151969981
"70396","Octavus",5,0,0
"70397","Octayvia",0,50,1
"70398","Octivia",0,68,1
"70399","October",29,935,0.969917012448133
"70400","Od",5,0,0
"70401","Oda",301,1324,0.814769230769231
"70402","Odai",89,0,0
"70403","Odali",0,40,1
"70404","Odalis",51,2553,0.980414746543779
"70405","Odaliz",0,269,1
"70406","Odaly",0,77,1
"70407","Odalys",0,3238,1
"70408","Odalyz",0,17,1
"70409","Odaniel",5,0,0
"70410","Odarius",82,0,0
"70411","Odarrius",6,0,0
"70412","Odas",148,0,0
"70413","Oday",82,0,0
"70414","Odbert",5,0,0
"70415","Oddie",343,257,0.428333333333333
"70416","Oddis",87,0,0
"70417","Ode",27,0,0
"70418","Odeal",0,315,1
"70419","Odean",351,377,0.517857142857143
"70420","Oded",6,0,0
"70421","Odeh",11,0,0
"70422","Odel",181,5,0.0268817204301075
"70423","Odelia",0,2590,1
"70424","Odell",14726,4151,0.219897229432643
"70425","Odella",0,798,1
"70426","Odelle",10,424,0.976958525345622
"70427","Oden",1069,0,0
"70428","Odena",0,97,1
"70429","Odene",5,36,0.878048780487805
"70430","Oder",5,0,0
"70431","Odera",18,14,0.4375
"70432","Odes",367,0,0
"70433","Odesa",0,5,1
"70434","Odessa",154,17754,0.991400491400491
"70435","Odesser",0,169,1
"70436","Odessey",0,25,1
"70437","Odessia",0,601,1
"70438","Odessie",0,597,1
"70439","Odester",0,127,1
"70440","Odesza",0,19,1
"70441","Odet",0,7,1
"70442","Odete",0,5,1
"70443","Odeth",0,63,1
"70444","Odett",0,11,1
"70445","Odetta",0,618,1
"70446","Odette",0,3079,1
"70447","Odeya",0,16,1
"70448","Odia",7,37,0.840909090909091
"70449","Odice",5,0,0
"70450","Odie",2563,1589,0.382707129094412
"70451","Odies",198,0,0
"70452","Odila",0,5,1
"70453","Odile",0,787,1
"70454","Odilia",0,1205,1
"70455","Odilon",127,0,0
"70456","Odin",8090,0,0
"70457","Odina",0,5,1
"70458","Odinn",66,0,0
"70459","Odis",8144,171,0.0205652435357787
"70460","Odom",37,0,0
"70461","Odon",17,0,0
"70462","Odonis",8,0,0
"70463","Odos",6,0,0
"70464","Odra",0,5,1
"70465","Odus",596,0,0
"70466","Ody",12,5,0.294117647058824
"70467","Odyn",181,0,0
"70468","Odynn",5,0,0
"70469","Odysseus",298,0,0
"70470","Odyssey",5,569,0.991289198606272
"70471","Oel",5,0,0
"70472","Oella",0,5,1
"70473","Oen",10,0,0
"70474","Oesha",0,5,1
"70475","Ofa",5,43,0.895833333333333
"70476","Ofek",17,0,0
"70477","Ofelia",5,8471,0.999410099103351
"70478","Offie",151,72,0.322869955156951
"70479","Ofilia",0,472,1
"70480","Ofir",46,5,0.0980392156862745
"70481","Ofri",0,6,1
"70482","Ogden",746,0,0
"70483","Ogechi",0,289,1
"70484","Ogechukwu",6,51,0.894736842105263
"70485","Oghenebrume",5,0,0
"70486","Oghenemine",0,5,1
"70487","Ogheneruno",23,6,0.206896551724138
"70488","Ogheneruona",0,5,1
"70489","Oghenetega",22,0,0
"70490","Oghosa",0,5,1
"70491","Ogie",15,6,0.285714285714286
"70492","Ogle",113,10,0.0813008130081301
"70493","Ogochukwu",0,5,1
"70494","Ogreta",0,5,1
"70495","Oguz",10,0,0
"70496","Oh",5,0,0
"70497","Ohad",10,0,0
"70498","Ohagi",7,0,0
"70499","Ohajee",6,0,0
"70500","Ohaji",14,0,0
"70501","Ohan",5,0,0
"70502","Ohana",0,219,1
"70503","Ohani",6,0,0
"70504","Ohanna",0,101,1
"70505","Ohara",6,20,0.769230769230769
"70506","Ohemaa",0,62,1
"70507","Ohene",26,0,0
"70508","Oheneba",5,0,0
"70509","Ohitika",5,0,0
"70510","Ohlin",5,0,0
"70511","Ohm",180,0,0
"70512","Ohmer",13,0,0
"70513","Ohn",162,0,0
"70514","Oisin",354,0,0
"70515","Oiva",104,0,0
"70516","Ojani",102,0,0
"70517","Ojany",11,0,0
"70518","Ojas",410,0,0
"70519","Ojasvi",0,19,1
"70520","Ojaswi",0,5,1
"70521","Ojay",19,0,0
"70522","Ojetta",0,6,1
"70523","Oji",29,0,0
"70524","Ok",0,35,1
"70525","Oka",0,16,1
"70526","Okairy",0,5,1
"70527","Okal",0,6,1
"70528","Okalani",0,33,1
"70529","Okan",11,0,0
"70530","Okechukwu",100,0,0
"70531","Okeema",0,5,1
"70532","Okeima",0,5,1
"70533","Okeith",12,0,0
"70534","Okema",0,71,1
"70535","Okemia",0,9,1
"70536","Okey",1462,0,0
"70537","Okie",124,181,0.59344262295082
"70538","Okima",0,27,1
"70539","Okla",16,238,0.937007874015748
"70540","Oklahoma",0,5,1
"70541","Okley",129,0,0
"70542","Okoye",51,0,0
"70543","Okpara",5,0,0
"70544","Oksana",0,939,1
"70545","Oksanna",0,12,1
"70546","Oktavia",0,10,1
"70547","Oktober",0,80,1
"70548","Ola",624,29568,0.97933227344992
"70549","Olabisi",0,5,1
"70550","Olabode",5,0,0
"70551","Olachi",0,13,1
"70552","Oladapo",11,0,0
"70553","Oladeji",5,0,0
"70554","Oladele",5,0,0
"70555","Oladimeji",33,0,0
"70556","Oladipo",5,0,0
"70557","Oladipupo",5,0,0
"70558","Oladis",0,5,1
"70559","Olaf",2492,0,0
"70560","Olah",0,15,1
"70561","Olaiya",0,8,1
"70562","Olajawon",19,0,0
"70563","Olajide",32,0,0
"70564","Olajumoke",0,23,1
"70565","Olajuwan",12,0,0
"70566","Olajuwon",602,0,0
"70567","Olakunle",10,0,0
"70568","Olalekan",24,0,0
"70569","Olamae",0,182,1
"70570","Olamide",237,274,0.536203522504892
"70571","Olamilekan",5,0,0
"70572","Olamiposi",21,12,0.363636363636364
"70573","Olan",2596,0,0
"70574","Olana",0,56,1
"70575","Oland",273,0,0
"70576","Olanda",111,80,0.418848167539267
"70577","Olander",173,0,0
"70578","Olando",609,0,0
"70579","Olani",0,44,1
"70580","Olaniyan",6,0,0
"70581","Olanna",0,83,1
"70582","Olanrewaju",70,0,0
"70583","Olaoluwa",183,0,0
"70584","Olaoluwakitan",6,0,0
"70585","Olar",0,254,1
"70586","Olas",5,0,0
"70587","Olasubomi",5,0,0
"70588","Olasunkanmi",5,0,0
"70589","Olatokunbo",0,15,1
"70590","Olatomiwa",5,0,0
"70591","Olatunde",19,0,0
"70592","Olatunji",10,0,0
"70593","Olav",28,0,0
"70594","Olavi",41,0,0
"70595","Olawale",104,0,0
"70596","Olaya",0,6,1
"70597","Olayinka",49,61,0.554545454545455
"70598","Olbin",5,0,0
"70599","Oldair",5,0,0
"70600","Olden",514,0,0
"70601","Oldrich",22,0,0
"70602","Ole",1997,0,0
"70603","Olea",0,27,1
"70604","Olean",17,857,0.980549199084668
"70605","Oleane",0,6,1
"70606","Oleatha",0,55,1
"70607","Oleavia",0,11,1
"70608","Oleda",0,276,1
"70609","Olee",23,37,0.616666666666667
"70610","Oleen",0,44,1
"70611","Oleeta",0,57,1
"70612","Oleg",405,0,0
"70613","Olegario",402,0,0
"70614","Oleh",54,0,0
"70615","Oleita",0,15,1
"70616","Olek",10,0,0
"70617","Oleksandr",32,0,0
"70618","Oleksiy",15,0,0
"70619","Olema",0,12,1
"70620","Olen",7438,13,0.0017447322507046
"70621","Olena",0,762,1
"70622","Olene",0,1347,1
"70623","Olenna",0,34,1
"70624","Oler",0,43,1
"70625","Olesha",0,5,1
"70626","Olesia",0,61,1
"70627","Olester",5,0,0
"70628","Olesya",0,100,1
"70629","Oleta",0,5465,1
"70630","Oletha",0,1214,1
"70631","Olethea",0,5,1
"70632","Olethia",0,47,1
"70633","Oletta",0,337,1
"70634","Oleva",0,210,1
"70635","Olevia",0,1939,1
"70636","Olexa",0,10,1
"70637","Olexus",0,5,1
"70638","Oley",369,5,0.0133689839572193
"70639","Olga",198,61533,0.996792535355008
"70640","Olgia",0,11,1
"70641","Olgie",0,29,1
"70642","Olha",0,8,1
"70643","Oli",58,0,0
"70644","Olia",0,226,1
"70645","Oliana",0,144,1
"70646","Olianna",0,10,1
"70647","Olias",7,0,0
"70648","Oliber",5,0,0
"70649","Olibia",0,5,1
"70650","Olice",52,7,0.11864406779661
"70651","Olicia",0,23,1
"70652","Olida",0,5,1
"70653","Olie",577,420,0.421263791374122
"70654","Olif",6,0,0
"70655","Olijah",24,0,0
"70656","Olimpia",0,377,1
"70657","Olin",9387,5,0.00053236797274276
"70658","Olina",0,217,1
"70659","Olinda",0,1066,1
"70660","Olindo",26,0,0
"70661","Oline",0,377,1
"70662","Olinka",0,21,1
"70663","Olis",114,35,0.23489932885906
"70664","Olisa",0,56,1
"70665","Olisaemeka",10,0,0
"70666","Olisha",0,25,1
"70667","Olita",0,142,1
"70668","Oliva",32,1857,0.983059820010588
"70669","Olivama",0,6,1
"70670","Olivander",45,0,0
"70671","Olivar",6,0,0
"70672","Olive",364,56906,0.993644141784529
"70673","Olivea",0,600,1
"70674","Oliveah",0,75,1
"70675","Olivene",0,124,1
"70676","Oliver",180392,619,0.00341968167680417
"70677","Olivera",0,13,1
"70678","Oliverio",205,0,0
"70679","Oliverjames",5,0,0
"70680","Olivet",5,56,0.918032786885246
"70681","Olivett",0,7,1
"70682","Olivette",0,707,1
"70683","Olivia",720,452632,0.998411830101113
"70684","Oliviaann",0,17,1
"70685","Oliviafaith",0,5,1
"70686","Oliviagrace",0,158,1
"70687","Oliviah",0,635,1
"70688","Oliviamae",0,6,1
"70689","Oliviamarie",0,46,1
"70690","Oliviana",0,273,1
"70691","Olivianna",0,187,1
"70692","Oliviarae",0,6,1
"70693","Oliviarose",0,145,1
"70694","Olivier",1667,5,0.00299043062200957
"70695","Olivija",0,5,1
"70696","Olivine",0,146,1
"70697","Olivio",5,0,0
"70698","Oliviya",0,80,1
"70699","Oliviyah",0,36,1
"70700","Olivya",0,348,1
"70701","Olivyah",0,5,1
"70702","Oliwia",0,241,1
"70703","Oliyah",0,14,1
"70704","Olla",0,552,1
"70705","Olle",7,5,0.416666666666667
"70706","Ollen",297,0,0
"70707","Ollene",0,5,1
"70708","Olli",19,5,0.208333333333333
"70709","Ollia",0,18,1
"70710","Olliana",0,13,1
"70711","Ollice",33,0,0
"70712","Ollie",16419,41090,0.71449686136083
"70713","Olliemae",0,6,1
"70714","Ollin",234,0,0
"70715","Olline",0,15,1
"70716","Ollis",409,0,0
"70717","Ollivander",116,0,0
"70718","Ollive",0,12,1
"70719","Olliver",322,0,0
"70720","Ollivia",0,24,1
"70721","Olliyah",0,10,1
"70722","Olly",61,10,0.140845070422535
"70723","Ollye",0,5,1
"70724","Ollyver",18,0,0
"70725","Olma",0,13,1
"70726","Olman",107,0,0
"70727","Olna",0,5,1
"70728","Olney",196,0,0
"70729","Olof",107,0,0
"70730","Ololade",0,27,1
"70731","Olon",128,0,0
"70732","Olsen",219,0,0
"70733","Olson",195,0,0
"70734","Olton",32,0,0
"70735","Olu",7,0,0
"70736","Olubukola",0,11,1
"70737","Olubunmi",0,52,1
"70738","Oluchi",0,184,1
"70739","Oluf",5,0,0
"70740","Olufemi",372,0,0
"70741","Olufunke",0,21,1
"70742","Olufunmilayo",0,34,1
"70743","Olujimi",35,0,0
"70744","Olukayode",21,0,0
"70745","Olukemi",0,76,1
"70746","Olumide",152,0,0
"70747","Olumuyiwa",5,0,0
"70748","Oluremi",0,5,1
"70749","Olurotimi",6,0,0
"70750","Olus",11,0,0
"70751","Olusegun",77,0,0
"70752","Oluseun",5,0,0
"70753","Oluseyi",33,0,0
"70754","Olushola",16,0,0
"70755","Olutosin",0,7,1
"70756","Olutoyin",0,5,1
"70757","Oluwabukola",0,5,1
"70758","Oluwabukunmi",0,15,1
"70759","Oluwabusola",0,5,1
"70760","Oluwadabira",0,18,1
"70761","Oluwadamilare",124,0,0
"70762","Oluwadamilola",150,246,0.621212121212121
"70763","Oluwadara",5,81,0.941860465116279
"70764","Oluwadarasimi",132,274,0.67487684729064
"70765","Oluwademilade",199,107,0.349673202614379
"70766","Oluwadunmininu",0,15,1
"70767","Oluwadurotimi",6,0,0
"70768","Oluwafemi",207,0,0
"70769","Oluwaferanmi",82,24,0.226415094339623
"70770","Oluwafeyikemi",0,5,1
"70771","Oluwafifehanmi",0,16,1
"70772","Oluwafikayo",5,0,0
"70773","Oluwafikayomi",5,21,0.807692307692308
"70774","Oluwafisayo",0,5,1
"70775","Oluwafolahanmi",5,0,0
"70776","Oluwafolajimi",5,0,0
"70777","Oluwafunmilayo",0,32,1
"70778","Oluwafunmilola",0,5,1
"70779","Oluwajoba",15,0,0
"70780","Oluwajomiloju",33,29,0.467741935483871
"70781","Oluwakayode",5,0,0
"70782","Oluwakemi",0,229,1
"70783","Oluwakorede",17,0,0
"70784","Oluwalonimi",5,18,0.782608695652174
"70785","Oluwamayomikun",5,0,0
"70786","Oluwamayowa",11,0,0
"70787","Oluwanifemi",147,197,0.572674418604651
"70788","Oluwapelumi",25,11,0.305555555555556
"70789","Oluwasegun",17,0,0
"70790","Oluwasemilore",98,80,0.449438202247191
"70791","Oluwaseun",260,141,0.351620947630923
"70792","Oluwaseyi",211,90,0.299003322259136
"70793","Oluwaseyifunmi",5,13,0.722222222222222
"70794","Oluwashindara",0,9,1
"70795","Oluwatamilore",63,185,0.745967741935484
"70796","Oluwateniola",6,74,0.925
"70797","Oluwatimilehin",193,0,0
"70798","Oluwatimileyin",70,0,0
"70799","Oluwatise",45,18,0.285714285714286
"70800","Oluwatishe",0,17,1
"70801","Oluwatoba",6,0,0
"70802","Oluwatobi",501,153,0.23394495412844
"70803","Oluwatobiloba",203,36,0.150627615062762
"70804","Oluwatofunmi",11,52,0.825396825396825
"70805","Oluwatomi",28,27,0.490909090909091
"70806","Oluwatomilola",0,11,1
"70807","Oluwatomisin",64,131,0.671794871794872
"70808","Oluwatomiwa",66,0,0
"70809","Oluwatoni",64,137,0.681592039800995
"70810","Oluwatoniloba",10,6,0.375
"70811","Oluwatosin",146,150,0.506756756756757
"70812","Oluwatoyin",0,120,1
"70813","Oluwatoyosi",0,10,1
"70814","Oluwatumininu",0,18,1
"70815","Oluwayemisi",0,5,1
"70816","Oluyemi",5,0,0
"70817","Olva",5,0,0
"70818","Olvia",0,20,1
"70819","Olvie",0,11,1
"70820","Olvin",356,0,0
